ENSG00000000003.14	116
ENSG00000000005.5	0
ENSG00000000419.12	2705
ENSG00000000457.13	266
ENSG00000000460.16	728
ENSG00000000938.12	0
ENSG00000000971.15	37
ENSG00000001036.13	3212
ENSG00000001084.10	773
ENSG00000001167.14	356
ENSG00000001460.17	139
ENSG00000001461.16	323
ENSG00000001497.16	2656
ENSG00000001561.6	147
ENSG00000001617.11	3212
ENSG00000001626.14	0
ENSG00000001629.9	3092
ENSG00000001630.15	17
ENSG00000001631.15	1275
ENSG00000002016.17	203
ENSG00000002330.13	2173
ENSG00000002549.12	2824
ENSG00000002586.18	0
ENSG00000002586.18_PAR_Y	0
ENSG00000002587.9	361
ENSG00000002726.20	0
ENSG00000002745.12	2
ENSG00000002746.14	2
ENSG00000002822.15	789
ENSG00000002834.17	1271
ENSG00000002919.14	642
ENSG00000002933.7	0
ENSG00000003056.7	3148
ENSG00000003096.13	582
ENSG00000003137.8	105
ENSG00000003147.17	69
ENSG00000003249.13	282
ENSG00000003393.14	1722
ENSG00000003400.14	2
ENSG00000003402.19	913
ENSG00000003436.14	75
ENSG00000003509.15	359
ENSG00000003756.16	2271
ENSG00000003987.13	6
ENSG00000003989.16	100
ENSG00000004059.10	2411
ENSG00000004139.13	554
ENSG00000004142.11	5258
ENSG00000004399.12	1580
ENSG00000004455.16	1806
ENSG00000004468.12	0
ENSG00000004478.7	5531
ENSG00000004487.15	2423
ENSG00000004534.14	2439
ENSG00000004660.14	164
ENSG00000004700.15	1635
ENSG00000004766.15	771
ENSG00000004776.11	1
ENSG00000004777.18	410
ENSG00000004779.9	1811
ENSG00000004799.7	0
ENSG00000004809.13	0
ENSG00000004838.13	17
ENSG00000004846.16	29
ENSG00000004848.7	0
ENSG00000004864.13	2149
ENSG00000004866.19	1523
ENSG00000004897.11	2411
ENSG00000004939.13	0
ENSG00000004948.13	0
ENSG00000004961.14	1195
ENSG00000004975.11	1930
ENSG00000005001.9	0
ENSG00000005007.12	2038
ENSG00000005020.12	734
ENSG00000005022.5	25261
ENSG00000005059.15	1955
ENSG00000005073.5	1
ENSG00000005075.15	2107
ENSG00000005100.12	938
ENSG00000005102.12	0
ENSG00000005108.15	35
ENSG00000005156.11	987
ENSG00000005175.9	1823
ENSG00000005187.11	1
ENSG00000005189.19	318
ENSG00000005194.14	2318
ENSG00000005206.16	333
ENSG00000005238.19	545
ENSG00000005243.9	6
ENSG00000005249.12	639
ENSG00000005302.17	1042
ENSG00000005339.14	3505
ENSG00000005379.15	41
ENSG00000005381.7	0
ENSG00000005421.8	0
ENSG00000005436.13	615
ENSG00000005448.16	630
ENSG00000005469.11	573
ENSG00000005471.15	4
ENSG00000005483.20	2266
ENSG00000005486.16	3883
ENSG00000005513.9	0
ENSG00000005700.14	426
ENSG00000005801.16	837
ENSG00000005810.17	2223
ENSG00000005812.10	1617
ENSG00000005844.17	1
ENSG00000005882.11	481
ENSG00000005884.17	15457
ENSG00000005889.15	1228
ENSG00000005893.15	4761
ENSG00000005961.17	1
ENSG00000005981.12	0
ENSG00000006007.11	1359
ENSG00000006015.17	66
ENSG00000006016.10	10
ENSG00000006025.11	60
ENSG00000006042.11	1332
ENSG00000006047.12	0
ENSG00000006059.3	0
ENSG00000006062.13	1208
ENSG00000006071.12	0
ENSG00000006116.3	0
ENSG00000006118.14	2260
ENSG00000006125.16	6220
ENSG00000006128.11	0
ENSG00000006194.9	1225
ENSG00000006210.6	654
ENSG00000006282.20	3679
ENSG00000006283.17	1
ENSG00000006327.13	9220
ENSG00000006377.10	0
ENSG00000006432.15	376
ENSG00000006451.7	980
ENSG00000006453.13	321
ENSG00000006459.10	19
ENSG00000006468.13	370
ENSG00000006530.15	1069
ENSG00000006534.15	698
ENSG00000006555.10	0
ENSG00000006576.16	2386
ENSG00000006606.8	367
ENSG00000006607.13	650
ENSG00000006611.15	0
ENSG00000006625.17	1340
ENSG00000006634.7	2322
ENSG00000006638.11	22
ENSG00000006652.13	4507
ENSG00000006659.12	0
ENSG00000006695.10	574
ENSG00000006704.10	1004
ENSG00000006712.14	2092
ENSG00000006715.15	2541
ENSG00000006740.16	0
ENSG00000006744.18	2249
ENSG00000006747.14	0
ENSG00000006756.15	322
ENSG00000006757.11	0
ENSG00000006788.12	1
ENSG00000006831.9	1713
ENSG00000006837.11	97
ENSG00000007001.12	0
ENSG00000007038.10	0
ENSG00000007047.14	1101
ENSG00000007062.11	3
ENSG00000007080.10	1110
ENSG00000007129.17	0
ENSG00000007168.12	2695
ENSG00000007171.16	4
ENSG00000007174.17	1
ENSG00000007202.14	14704
ENSG00000007216.14	0
ENSG00000007237.18	6
ENSG00000007255.10	142
ENSG00000007264.14	0
ENSG00000007306.14	0
ENSG00000007312.12	0
ENSG00000007314.11	0
ENSG00000007341.18	514
ENSG00000007350.16	2
ENSG00000007372.20	1977
ENSG00000007376.7	544
ENSG00000007384.15	508
ENSG00000007392.16	815
ENSG00000007402.11	1
ENSG00000007516.13	1
ENSG00000007520.3	1390
ENSG00000007541.16	995
ENSG00000007545.15	348
ENSG00000007866.18	373
ENSG00000007908.15	0
ENSG00000007923.15	1349
ENSG00000007933.12	0
ENSG00000007944.14	74
ENSG00000007952.17	0
ENSG00000007968.6	21
ENSG00000008018.8	6055
ENSG00000008056.12	0
ENSG00000008083.13	375
ENSG00000008086.11	248
ENSG00000008118.9	0
ENSG00000008128.22	877
ENSG00000008130.15	2017
ENSG00000008196.12	0
ENSG00000008197.4	0
ENSG00000008226.19	0
ENSG00000008256.15	4729
ENSG00000008277.14	347
ENSG00000008282.8	2831
ENSG00000008283.15	610
ENSG00000008294.20	3163
ENSG00000008300.15	350
ENSG00000008311.14	711
ENSG00000008323.15	4
ENSG00000008324.10	92
ENSG00000008382.15	512
ENSG00000008394.12	9785
ENSG00000008405.11	973
ENSG00000008438.4	0
ENSG00000008441.16	7993
ENSG00000008513.14	132
ENSG00000008516.16	0
ENSG00000008517.16	277
ENSG00000008710.18	1141
ENSG00000008735.13	17
ENSG00000008838.18	2815
ENSG00000008853.16	701
ENSG00000008869.11	683
ENSG00000008952.16	3031
ENSG00000008988.9	9887
ENSG00000009307.15	20060
ENSG00000009335.17	5663
ENSG00000009413.15	2030
ENSG00000009694.13	4
ENSG00000009709.11	0
ENSG00000009724.16	4
ENSG00000009765.14	0
ENSG00000009780.15	102
ENSG00000009790.14	0
ENSG00000009830.11	530
ENSG00000009844.15	1029
ENSG00000009950.15	1
ENSG00000009954.10	10837
ENSG00000010017.12	2637
ENSG00000010030.13	35
ENSG00000010072.15	522
ENSG00000010165.19	1949
ENSG00000010219.13	1018
ENSG00000010244.17	5894
ENSG00000010256.10	9187
ENSG00000010270.13	1488
ENSG00000010278.12	4364
ENSG00000010282.14	0
ENSG00000010292.12	7526
ENSG00000010295.19	272
ENSG00000010310.8	2
ENSG00000010318.20	53
ENSG00000010319.6	0
ENSG00000010322.15	1872
ENSG00000010327.10	0
ENSG00000010361.13	83
ENSG00000010379.15	0
ENSG00000010404.17	3112
ENSG00000010438.16	0
ENSG00000010539.11	285
ENSG00000010610.9	0
ENSG00000010626.14	264
ENSG00000010671.15	2
ENSG00000010704.18	337
ENSG00000010803.16	1807
ENSG00000010810.17	887
ENSG00000010818.8	652
ENSG00000010932.15	167
ENSG00000011007.12	1490
ENSG00000011009.10	224
ENSG00000011021.21	259
ENSG00000011028.13	1825
ENSG00000011052.21	82
ENSG00000011083.8	0
ENSG00000011105.11	555
ENSG00000011114.14	38
ENSG00000011132.11	246
ENSG00000011143.16	465
ENSG00000011198.7	1156
ENSG00000011201.11	82
ENSG00000011243.17	1081
ENSG00000011258.15	194
ENSG00000011260.13	2353
ENSG00000011275.18	3815
ENSG00000011295.15	1792
ENSG00000011304.18	6250
ENSG00000011332.19	335
ENSG00000011347.9	0
ENSG00000011376.9	2123
ENSG00000011405.13	3424
ENSG00000011422.11	493
ENSG00000011426.10	5639
ENSG00000011451.17	2597
ENSG00000011454.16	1556
ENSG00000011465.16	1
ENSG00000011478.11	428
ENSG00000011485.14	5816
ENSG00000011523.13	619
ENSG00000011566.14	536
ENSG00000011590.13	1
ENSG00000011600.11	0
ENSG00000011638.10	43
ENSG00000011677.12	12
ENSG00000012048.20	2835
ENSG00000012061.15	2305
ENSG00000012124.15	1
ENSG00000012171.18	426
ENSG00000012174.11	928
ENSG00000012211.12	198
ENSG00000012223.12	16
ENSG00000012232.8	3444
ENSG00000012504.13	42
ENSG00000012660.13	2436
ENSG00000012779.10	0
ENSG00000012817.15	2069
ENSG00000012822.15	712
ENSG00000012963.14	283
ENSG00000012983.11	1393
ENSG00000013016.15	8
ENSG00000013275.7	1532
ENSG00000013288.8	1205
ENSG00000013293.5	0
ENSG00000013297.10	0
ENSG00000013306.15	6451
ENSG00000013364.18	1527
ENSG00000013374.15	1769
ENSG00000013375.15	746
ENSG00000013392.7	127
ENSG00000013441.15	712
ENSG00000013503.9	548
ENSG00000013523.9	338
ENSG00000013561.17	2777
ENSG00000013563.13	484
ENSG00000013573.16	409
ENSG00000013583.8	192
ENSG00000013588.6	0
ENSG00000013619.13	613
ENSG00000013725.14	0
ENSG00000013810.18	6756
ENSG00000014123.9	575
ENSG00000014138.8	1227
ENSG00000014164.6	187
ENSG00000014216.15	3560
ENSG00000014257.15	0
ENSG00000014641.17	8328
ENSG00000014824.13	2894
ENSG00000014914.19	316
ENSG00000014919.12	650
ENSG00000015133.18	28
ENSG00000015153.14	276
ENSG00000015171.18	1648
ENSG00000015285.10	17
ENSG00000015413.9	0
ENSG00000015475.18	471
ENSG00000015479.17	1
ENSG00000015520.14	4
ENSG00000015532.9	1190
ENSG00000015568.12	0
ENSG00000015592.16	0
ENSG00000015676.17	1485
ENSG00000016082.14	0
ENSG00000016391.10	316
ENSG00000016402.13	16
ENSG00000016490.15	0
ENSG00000016602.9	0
ENSG00000016864.17	1828
ENSG00000017260.19	3261
ENSG00000017427.15	0
ENSG00000017483.14	6
ENSG00000017797.11	3033
ENSG00000018189.12	566
ENSG00000018236.14	381
ENSG00000018280.16	0
ENSG00000018408.14	1149
ENSG00000018510.13	1837
ENSG00000018610.13	420
ENSG00000018625.14	1
ENSG00000018699.11	527
ENSG00000018869.16	39
ENSG00000019102.11	1
ENSG00000019144.17	3969
ENSG00000019169.10	0
ENSG00000019186.9	4
ENSG00000019485.12	83
ENSG00000019505.7	0
ENSG00000019549.8	528
ENSG00000019582.14	1
ENSG00000019991.15	0
ENSG00000019995.6	1012
ENSG00000020129.15	644
ENSG00000020181.17	260
ENSG00000020256.19	771
ENSG00000020426.10	512
ENSG00000020577.13	270
ENSG00000020633.18	0
ENSG00000020922.12	612
ENSG00000021300.13	206
ENSG00000021355.12	2
ENSG00000021461.16	0
ENSG00000021488.12	0
ENSG00000021574.11	379
ENSG00000021645.18	0
ENSG00000021762.19	139
ENSG00000021776.10	1230
ENSG00000021826.14	706
ENSG00000021852.12	0
ENSG00000022267.16	1568
ENSG00000022277.12	2285
ENSG00000022355.16	0
ENSG00000022556.15	0
ENSG00000022567.9	87
